,,→ParameterNavn,Energi (kJ),"Energi, deklaration (kJ)",Energi (kcal),"Energi, deklaration (kcal)",Protein,Protein fra Aminosyrer,"Protein, deklaration",Kulhydrat difference,Tilgængelig kulhydrat,"Tilgængelig kulhydrat, deklaration",Kostfibre,Fedt,Alkohol,Salt deklaration,Aske,Tørstof,Vand,A-vitamin,Retinol,beta-Caroten,cis-beta-Carotene,D-vitamin,D3-vitamin,D2-vitamin,25-hydroxy D3-vitamin,25-hydroxy D2-vitamin,E-vitamin,alfa-Tokoferol,beta-Tokoferol,gamma-Tokoferol,delta-Tokoferol,alfa-Tokotrienol,K-vitamin,K1-vitamin,K2-vitamin,Menaquinon 4,Menaquinon 5,Menaquinon 6,Menaquinon 7,Menaquinon 8,Menaquinon 9,Menaquinon 10,Thiamin (B1-vitamin),Thiamin,Riboflavin (B2-vitamin),Niacinækvivalent,Niacin,B6-vitamin,Pantotensyre,Biotin,Folat,Frit folat,B12-vitamin,C-vitamin,Ascorbinsyre,Dehydroascorbinsyre,Natrium,Kalium,Calcium,Magnesium,Rubidium,Jern,Kobber,Zink,Mangan,Krom,Molybdæn,Cobolt,Selen,Aluminium,Silicium,Bor,Fosfor,Fluor,Chlorid,Brom,Jod,Svovl,Nikkel,Kviksølv,Arsen,Cadmium,Bly,Tin,Sum mineraler,Fruktose,Galaktose,Glukose,Sum monosakkarider,Laktose,Maltose,Sakkarose,Sum disakkarider,Raffinose,Sum sukkerarter,Tilsat Sukker,Frie sukkerarter,Sorbitol,Mannitol,Maltitol,Isomalt,Xylitol,Laktitol,Sum sukkeralkoholer,Stivelse/Glykogen,Cellulose,Lignin,Uopløselige kostfibre,Høj molekylevægt opløselige kostfibre,Lav molekylevægt opløselige kostfibre,Crude fibre,Neutral detergent fibre,L-mælkesyre,D-mælkesyre,Mælkesyre,Citronsyre,Oxalsyre,Eddikesyre,Propionsyre,Benzosyre,Sum organiske syrer,C4:0,C6:0,C8:0,C10:0,C12:0,C13:0,C14:0,C15:0,C16:0,C17:0,C18:0,C20:0,C21:0,C22:0,C23:0,C24:0,"C12:1,n-1","C14:1,n-5","C15:1,n-5","C16:1,n-7","C17:1,n-7","C18:1,n-7","C18:1,n-9","C18:1,n-12","C20:1,n-9","C20:1,n-11","C20:1,n-15","C22:1,n-9","C22:1,n-11","C24:1,n-9","C14:1,n-5,trans","C16:1,n-7,trans","C18:1,trans","C20:1,trans","C22:1,trans","C18:2,n-6","C18:2,konjugeret","C18:3,n-3","C18:3,n-6","C18:4,n-3","C20:2,n-6","C20:3,n-3","C20:3,n-6","C20:4,n-3","C20:4,n-6","C20:5,n-3","C21:5,n-3","C22:2,n-6","C22:3,n-3","C22:4,n-6","C22:5,n-3","C22:5,n-6","C22:6,n-3","C18:2,trans","C18:3,trans",Andre fedtsyrer,Sum mættede fedtsyrer,Sum enkeltumættede fedtsyrer,Sum flerumættede fedtsyrer,Sum transfedtsyrer,Sum fedtsyrer under detektionsgrænsen,Sum fedtsyrer,Sum n-3 fedtsyrer,Sum n-6 fedtsyrer,Kolesterol,Nitrogen,Isoleucin,Leucin,Lysin,Methionin,Cystin,Phenylalanin,Tyrosin,Threonin,Tryptofan,Valin,Arginin,Histidin,Alanin,Asparaginsyre,Glutaminsyre,Glycin,Prolin,Serin,Hydroxyprolin,Ornitin,Sum essentielle Aminosyrer,Sum ikke essentielle aminosyrer ,Histamin,Serotonin,Cholin,Tyramin,Phenylethylamin,Putrescin,Cadaverin,Spermin,Spermidin,Taurin,Sum biogene aminer,Koffein,Residual,Svind,Nitrogen-til-protein faktor,Fedtsyrekonverteringsfaktor,Massefylde,pH,,,,
"Rabarber, rå","Rhubarb, raw",10,108,88,26,21,0.9,0.4,0.9,6.8,3.0,1.9,3.8,0.3,0.0,0.0,1.5,9.5,90.5,19.67,0.00,118.00,,0.00,0.00,,,,0.35,0.35,,,,,,,,,,,,,,,0.03,,0.03,0.43,0.25,0.04,0.09,,7.0,9.0,0.0,13.0,13.0,,3,280,115,12,,0.30,0.06,0.23,0.17,0.60,0.00,,0.37,,,,24.2,,,,0.3,,7.17,0.05,0.06,1.69,1.20,,435,0.8,,0.9,1.6,0.0,0.0,0.0,0.0,,1.6,0.0,0.0,,,,,,,,0.22,1.31,0.12,,,,,,,,,,,,,0.030,,,,,,,,,,0.057,,0.007,,,,,,,,,,,,0.016,,,,,,,,,,,,,0.121,,0.039,,,,,,,,,,,,,,,,,,,0.064,0.016,0.160,0.000,,0.240,0.039,0.121,0.0,0.144,27.4,38.9,40.3,10.8,1.2,25.9,17.3,21.6,10.8,41.8,33.1,18.7,28.8,46.1,76.3,27.4,24.5,27.4,,,236.2,282.0,,,6.1,0,,,,,,,0,,,38,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0833
"Solbær, rå","Currant, black, raw",11,314,288,75,69,1.5,,1.5,17.2,11.4,9.8,5.8,1.3,0.0,0.0,0.9,20.9,79.1,21.67,0.00,130.00,,0.00,0.00,,,,2.10,2.10,,,,,,,,,,,,,,,0.03,,0.03,0.52,0.30,0.08,0.40,2.4,8.2,15.0,0.0,181.0,181.0,,3,337,59,22,,0.80,0.10,0.29,0.31,0.80,0.00,,1.10,,,,47.9,,,,1.5,,9.64,0.03,0.17,0.18,1.48,,470,4.9,,4.1,9.0,0.0,0.0,0.7,0.7,,9.8,0.0,0.0,0.000,,,,,,0.000,0,1.38,1.02,,,,,,,,,,,,,0.030,,,,,,,,,,0.223,,0.021,,,,,,,,,,,,0.083,,,,,,,,,,,,,0.489,,0.244,,,,,,,0.000,,,,,,,,,,,,0.244,0.083,0.733,0.000,,1.060,0.244,0.489,0.0,0.243,,,,,,,,,13.4,,,,,,,,,,,,13.4,,,,7.6,0.03,,,,,,,0.03,,,2,6.25,0.8,,,51,Bærfrugt,Soft fruit,A0833
"Yoghurt naturel, sødmælk","Yogurt plain, whole milk",12,260,273,62,65,3.8,3.4,3.7,2.8,2.8,3.6,0.0,3.6,0.0,0.1,0.8,12.2,87.8,31.24,28.57,16.00,,0.10,0.10,,,,0.02,0.02,,,,,1.01,0.19,0.82,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.04,,0.17,0.96,0.10,0.04,0.28,1.8,21.0,,0.2,0.2,0.2,,46,146,132,12,,0.05,0.01,0.49,0.01,0.05,0.00,,1.78,,,,98.9,,91.36585366,,12.0,,0.35,,,0.00,0.09,,526,0.0,1.1,0.0,1.1,2.5,0.0,0.0,2.5,,3.6,0.0,0.0,,,,,,,,0,0,0,,,,,,0.600,0.450,1.040,0.200,,,,2.250,1.250,0.122,0.077,0.050,0.111,0.138,,0.396,,1.054,,0.362,,,,,,,0.050,,0.077,,,0.795,,,0.041,,,,,,,,,,0.074,,0.027,,,,,,,,,,,,,,,,,,,2.311,0.963,0.102,,,3.376,0.027,0.074,15.0,0.594,201.9,362.2,338.5,95.0,24.9,166.3,172.2,160.3,51.7,255.3,130.6,100.9,124.7,332.5,736.3,77.2,356.3,207.8,,,1732.2,2162.7,0.021,0.003,15.2,0.125,,,,,,,,,,0,6.38,0.945,1.031,,5,Syrnede mælkeprodukter,Fermented milk products,A0783
"Bladselleri, rå","Celery, raw",13,98,64,23,15,0.7,0.5,0.7,5.5,3.9,1.9,1.6,0.2,0.0,0.2,1.1,7.5,92.5,2.83,0.00,17.00,,0.00,0.00,,,,0.20,0.20,,,,,,,,,,,,,,,0.04,,0.08,0.59,0.45,0.09,0.40,0.1,28.0,6.0,0.0,9.0,9.0,,62,318,57,8,,0.40,0.11,0.10,,1.60,,,0.05,,,,30.1,,,,1.1,,1.75,0.07,0.70,1.58,0.90,,475,0.8,,0.9,1.8,,0.0,0.0,0.0,0.0,1.8,0.0,0.0,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.001,,0.032,,0.003,,,,,,,,,0.001,,,0.027,,,0.000,,0.000,0.000,,,,,,,0.069,,0.000,,0.000,,,,,0.000,0.000,,,,,0.000,,0.000,,,,0.036,0.027,0.069,0.000,,0.133,0.000,0.069,0.0,0.119,28.7,51.4,15.5,13.1,3.6,33.5,9.6,25.1,8.4,35.8,29.9,10.8,25.1,131.4,98.0,22.7,19.1,21.5,,,222.2,360.8,,,6.1,,,,,,,,,,,32.23076923,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0826
"Blomkål, uspecificeret, rå","Cauliflower, all varieties, raw",14,116,106,28,25,2.4,1.6,2.4,4.7,2.5,1.9,2.2,0.4,0.0,0.0,0.7,8.3,91.7,6.67,0.00,40.00,,0.00,0.00,,,,0.20,0.20,,,,,16.00,16.00,,,,,,,,,0.06,,0.07,1.06,0.60,0.15,0.60,1.5,165.2,32.0,0.0,76.8,68.1,8.7,17,286,24,13,,0.40,0.04,0.26,0.23,1.10,,,0.50,,,,48.1,,,,0.8,,8.85,0.07,0.18,0.74,0.50,,389,1.3,,0.5,1.8,0.0,0.0,0.1,0.1,,1.9,0.0,0.0,,,,,,,,0.01,1.12,0.01,,,,,,,,,,,,,1.500,,,,,,,,,,0.069,,0.007,,,,,,,,,,,,0.026,,,,,,,,,,,,,0.030,,0.187,,,,,,,,,,,,,,,,,,,0.076,0.026,0.217,0.000,,0.320,0.187,0.030,0.0,0.389,85.5,128.3,116.7,29.9,14.4,81.7,50.6,81.7,27.6,140.0,93.3,42.8,182.8,198.3,268.3,85.5,105.0,120.5,,,734.2,1118.7,,0.01,44.3,,,,,,,,0.01,,,32.63157895,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0826
"Broccoli, rå","Broccoli, raw",17,148,130,35,31,3.6,,3.6,6.3,3.1,2.1,3.2,0.2,0.0,0.0,1.0,11.1,88.9,88.83,0.00,533.00,,0.00,0.00,,,,1.45,1.45,,,,,260.00,260.00,,,,,,,,,0.09,,0.11,1.23,0.57,0.22,0.69,7.4,239.0,,0.0,116.7,111.5,5.2,12,389,44,21,,0.70,0.05,0.42,0.26,0.34,0.00,,2.44,,,,78.2,,,,0.2,,9.47,0.01,0.42,0.88,0.26,,546,1.1,,0.9,2.0,,0.0,0.1,0.1,0.0,2.1,0.0,0.0,,,,,,,,0,0.83,0.03,,,,,,,,,,,,,1.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.011,0.017,0.000,,0.192,,,0.0,0.569,136.5,187.7,182.0,51.2,39.8,130.8,,153.6,39.8,170.6,221.8,79.6,,,,,,,,,1131.8,261.6,0.01,0.02,18.7,,,,,,,,0.03,,,17.1,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0826
"Voksbønner, rå","Beans, wax, raw",20,148,117,35,28,2.1,1.5,2.1,7.1,5.3,3.5,1.8,0.2,0.0,0.0,0.6,10.0,90.0,9.17,0.00,55.00,,0.00,0.00,,,,0.45,0.45,,,,,,,,,,,,,,,0.08,,0.13,1.05,0.60,0.10,0.05,0.7,100.0,8.0,0.0,21.0,21.0,,6,209,45,27,,1.10,0.07,0.40,,,,,0.50,,,,38.0,,,,0.6,,,,,,,,326,,,,,,,,,,2.5,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030,0.000,0.050,0.000,,0.160,0.030,0.020,0.0,0.336,80.6,117.6,110.9,28.2,7.4,57.1,47.0,90.7,26.9,104.2,77.3,32.9,84.0,336.0,218.4,63.8,60.5,164.6,,,649.2,1059.1,,,15.3,,,,,,,,,,,12,6.25,0.8,,,171,Friske bælgplanter,Fresh legumes,A0831
"Citron, rå","Lemon, raw",21,187,174,44,41,0.5,0.3,0.5,5.1,3.9,3.1,1.2,1.1,0.0,0.0,0.3,11.8,88.2,3.33,0.00,20.00,,0.00,0.00,,,,0.80,0.80,,,,,,,,,,,,,,,0.05,,0.03,0.24,0.20,0.06,0.23,0.5,32.0,7.0,0.0,49.0,49.0,,3,175,35,9,,0.08,0.05,0.13,0.04,0.20,,,0.12,,,,20.7,,,,0.3,,6.65,0.13,0.04,0.04,0.40,,243,1.0,,1.1,2.0,,,1.1,1.1,,3.1,0.0,0.0,0.000,,,,,,0.000,0,,,,,,0.4,,,,,4.800,,,,,4.800,0.000,0.000,0.000,0.000,0.000,,0.007,,0.223,,0.013,,,,,,,,,0.007,,,0.063,,,0.000,,0.000,,,,,,,,0.401,,0.166,,0.000,,,,,0.000,0.000,,,,,0.000,,0.000,,,,0.243,0.070,0.567,0.000,,0.880,0.166,0.401,0.0,0.080,13.6,12.4,24.8,6.9,6.2,17.6,10.0,6.9,2.5,18.0,30.0,6.9,29.2,68.8,56.8,48.0,26.4,13.6,,,109.5,289.0,,0.003,5.1,,,,,,,,0.003,,,35,6.25,0.8,,,52,Sydfrugt,Tropical or subtropical fruit,A0833
"Dild, rå","Dill, raw",22,201,200,48,48,3.5,,3.5,7.0,4.9,4.9,2.1,1.1,0.0,0.1,2.5,14.1,86.0,997.06,0.00,5982.35,,0.00,0.00,,,,1.70,1.70,,,,,,,,,,,,,,,0.19,,0.43,3.51,2.40,0.30,0.30,0.4,116.0,41.0,0.0,70.0,70.0,,27,647,202,28,,5.50,0.22,1.80,2.70,20.30,0.00,,2.70,,,,51.9,,,,3.9,,5.70,0.00,2.00,8.20,16.20,,961,,,,,,,,,,4.9,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.001,,0.001,,0.046,,0.008,,,,,,,,,0.004,,,0.747,,,,,,,,,,,,,0.077,,0.012,,,,,,,,,,,,,,,,,,,0.056,0.751,0.089,0.000,,0.896,0.012,0.077,0.0,0.554,,,,,,,,,66.5,,,,,,,,,,,,66.5,,,,,,,,,,,,,,,49.78947368,6.25,0.8,,,44,Krydderurter,Herbs,A0826
"Grønkål, rå","Kale, raw",23,252,205,60,49,4.7,3.1,4.7,10.9,4.7,2.0,6.2,1.2,0.0,0.1,1.8,18.5,81.5,841.67,0.00,5050.00,,0.00,0.00,,,,5.40,5.40,,,,,,,,,,,,,,,0.15,,0.29,3.98,2.80,0.35,1.00,36.0,60.0,44.0,0.0,169.0,169.0,,35,264,219,20,,2.00,0.09,0.62,0.50,8.30,2.00,,2.10,,,,73.9,,,,1.4,,13.50,0.88,1.94,2.96,8.03,,613,0.9,,0.7,1.6,,0.0,0.3,0.3,0.1,1.9,0.0,0.0,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,0.148,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,0.197,,0.543,,,,,,,0.000,,,,,,,,,,,,0.148,0.033,0.739,0.000,,0.920,0.543,0.197,0.0,0.745,178.8,298.0,253.3,54.4,22.3,201.1,111.7,178.8,70.8,253.3,216.0,89.4,275.6,350.1,409.7,201.1,268.2,186.2,,,1577.7,2041.0,,,0.5,,,,,,,,,,,46.27272727,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0826
"Gulerod, uspec., rå","Carrot, raw",24,152,154,36,37,0.7,0.4,0.7,8.9,6.0,6.2,2.9,0.4,0.0,0.2,0.7,10.7,89.3,1631.67,0.00,9790.00,,0.00,0.00,,,,0.55,0.55,,,,,13.20,13.20,,,,,,,,,0.04,,0.03,1.10,1.00,0.12,0.28,3.4,63.0,15.0,0.0,7.0,5.0,2.0,66,286,25,10,,0.24,0.04,0.19,0.36,0.80,0.00,,0.10,,,,33.1,,,,3.0,,4.55,0.16,0.18,1.74,1.40,,419,1.5,,1.7,3.2,,0.0,3.0,3.0,0.0,6.2,0.0,0.0,,,,,,,,0,0.95,0.06,,,,,,,,,,,,,0.030,,,,,,,,,,0.073,,0.006,,,,,,,,,,,,0.006,,,,,,,,,,,,,0.206,,0.029,,,,,,,0.000,,,,,,,,,,,,0.079,0.006,0.235,0.000,,0.320,0.029,0.206,0.0,0.110,19.8,26.4,24.2,5.9,0.9,17.6,9.3,17.6,5.9,29.7,22.0,8.5,52.8,96.7,126.4,18.7,16.5,24.2,,,155.5,367.5,0.01,0.003,8.8,,,,,,,,0.013,,,15.63636364,6.25,0.8,,,39,Rod- og knoldgrøntsager,Root and tuber vegetables,A0826
"Hornfisk, rå","Garfish, raw",25,450,450,107,107,19.5,16.2,19.5,0.0,0.0,0.0,0.0,3.2,0.0,0.2,1.2,23.9,76.1,3.10,3.10,0.00,,5.16,5.16,,0.00,,0.76,0.76,,,,,0.00,0.00,,,,,,,,,0.00,,0.10,10.81,7.10,0.41,0.48,4.2,1.0,1.0,7.7,0.4,0.4,,62,301,79,23,,0.61,0.06,2.72,0.02,6.00,,,29.50,,,,212.5,,,,19.0,,2.20,7.62,37.14,0.22,0.45,,678,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,0.069,0.001,0.482,,0.088,0.000,,0.000,,0.000,,,,0.174,,0.082,0.548,,0.030,,,0.000,0.015,0.028,,,,,,0.080,,0.038,,0.025,0.011,,0.000,0.014,0.025,0.119,,,,,0.084,,0.649,,,0.045,0.640,0.876,1.044,,,2.606,0.929,0.115,85.0,3.224,967.3,1450.9,1773.3,580.4,164.4,773.8,709.3,870.5,222.5,1096.2,1257.4,677.1,1321.9,1837.8,2547.1,1096.2,709.3,838.3,,,8411.9,10481.8,,,65,,,,,,,,,,,42,6.25,0.81,,,72,Mellemfed fisk,Somewhat oily fish,A0802
"Hvidkål, rå","Cabbage, white, raw",26,133,121,32,29,1.2,0.8,1.2,7.3,5.1,4.4,2.3,0.2,0.0,0.0,0.6,9.4,90.6,5.83,0.00,35.00,,0.00,0.00,,,,0.02,0.02,,,,,76.00,76.00,,,,,,,,,0.05,,0.04,0.55,0.40,0.16,0.21,1.2,77.0,,0.0,45.8,45.8,,6,240,51,11,,0.31,0.02,0.15,0.24,1.70,0.00,,0.77,,,,30.1,,,,0.7,,2.70,0.09,0.12,0.28,0.50,,339,1.9,,2.3,4.2,0.0,0.0,0.1,0.1,0.0,4.4,0.0,0.0,,,,,,,,0.03,0.71,0.06,,,,,,,,,,,,,0.030,,,,,,,,,,0.037,,0.004,,,,,,,,,0.004,,,,,,,,,,,,,,,,0.031,,0.084,,,,,,,0.000,,,,,,,,,,,,0.041,0.004,0.115,0.000,,0.160,0.084,0.031,0.0,0.196,27.4,35.3,35.3,9.0,5.1,21.6,12.2,23.5,9.0,45.1,66.6,21.6,60.8,109.8,292.0,27.4,56.8,51.0,,,227.8,681.7,0.01,,10.7,,,,,,,,0.01,,,7.857142857,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0826
"Hyben, rå","Rose hip, raw",27,332,318,79,76,0.6,,0.6,21.1,15.0,14.1,6.1,0.5,0.0,0.1,0.9,23.1,76.9,1900.00,0.00,11400.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,0.06,,0.07,0.54,0.50,0.05,,,,,0.0,840.0,840.0,,24,410,184,28,,0.20,0.18,0.92,1.20,3.00,0.00,,0.20,,,,35.0,,,,1.0,,,,,,,,681,6.3,,6.3,12.6,,,1.4,1.4,,14.0,0.0,0.0,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040,0.100,0.280,0.000,,0.400,0.110,0.170,0.0,0.096,,,,,,,,,2.5,,,,,,,,,,,,2.5,,,,12,,,,,,,,,,,32,6.25,0.8,,,51,Bærfrugt,Soft fruit,A0833
"Hyldebær, rå","Elderberry, raw",28,281,195,67,47,0.7,0.6,0.7,18.4,11.6,6.5,6.8,0.5,0.0,0.0,0.6,20.2,79.8,54.22,0.00,325.33,,0.00,0.00,,,,1.00,1.00,,,,,,,,,,,,,,,0.07,,0.06,1.97,1.70,0.18,0.14,1.8,12.0,17.0,0.0,29.0,29.0,,8,321,47,32,,0.90,0.06,0.21,,4.10,,,0.60,,,,55.8,,,,2.5,,4.77,0.14,0.35,0.23,2.74,,465,3.1,,3.2,6.3,,,0.3,0.3,,6.5,0.0,0.0,,,,,,,,0,,,,,,7,,,,,,,,,,,,,,,,,,,0.026,,0.007,,,,,,,,,,,,0.029,,,,,,,,,,,,,0.157,,0.131,,,,,,,0.000,,,,,,,,,,,,0.033,0.029,0.288,0.000,,0.350,0.131,0.157,0.0,0.106,27.6,60.4,26.5,13.8,14.8,40.3,50.9,27.6,15.9,32.9,47.7,14.8,29.7,58.3,96.5,36.0,25.4,31.8,,,259.7,391.1,,,,,,,,,,,,,,17,6.25,0.7,,,51,Bærfrugt,Soft fruit,A0833
"Laks, atlantisk, vild, rå","Salmon, Atlantic, wild, raw",30,666,589,159,141,18.4,15.6,18.4,4.5,4.5,0.0,0.0,7.5,0.0,0.1,1.6,32.0,68.0,15.00,15.00,0.00,,30.00,30.00,,,,1.30,1.30,,,,,0.00,0.00,,,,,,,,,0.23,,0.10,9.24,6.00,0.98,2.00,5.0,26.0,4.0,6.2,1.0,1.0,,57,330,20,24,,0.80,0.17,1.04,0.04,1.54,0.00,,32.16,,,,200.0,,,,30.0,,2.29,2.88,63.77,0.11,6.00,,632,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.265,0.037,0.942,0.000,0.164,0.000,,0.000,,0.000,,0.014,,0.329,,0.000,1.439,,,0.124,,0.000,0.133,0.071,,,,,,0.216,,0.138,,0.069,0.033,0.000,0.001,,,0.368,,,,,0.165,,0.935,,,0.194,1.409,2.110,1.926,,,5.639,1.675,0.251,70.0,2.944,912.6,1442.6,1648.6,559.4,117.8,736.0,618.2,824.3,194.3,1059.8,2060.8,412.2,1118.7,1737.0,2414.1,883.2,647.7,706.6,,,7789.8,10304.0,,,78.5,,,0.35,,,,,0.35,,,35,6.25,0.75625,,,73,Fed fisk,Oily fish,A0802
"Majskolbe, rå","Sweetcorn, on-the-cob, raw",31,381,555,91,131,3.7,3.2,3.7,16.3,13.5,23.7,2.8,1.8,0.0,0.0,0.7,22.5,77.5,7.83,0.00,47.00,,0.00,0.00,,,,0.80,0.80,,,,,0.30,0.30,,,,,,,,,0.15,,0.08,2.19,1.80,0.16,0.54,0.5,33.0,27.0,0.0,6.8,6.8,,3,306,4,39,,0.60,0.24,1.40,0.35,1.00,0.00,,4.00,,,,170.0,,,,0.5,,4.10,,,,,,523,0.2,,0.6,0.8,0.0,0.1,0.8,0.9,,1.7,0.0,0.0,,,,,,,,22,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.007,0.000,0.240,0.000,0.037,0.000,,0.000,,,,0.000,0.000,0.000,0.000,,0.516,,,0.000,,0.000,,,,,,,,0.862,,0.030,,,,0.000,,,0.000,0.000,,,,,0.000,,0.000,,,,0.284,0.516,0.892,0.000,,1.692,0.030,0.862,0.0,0.592,136.2,467.7,100.6,71.0,59.2,189.4,142.1,136.2,23.7,177.6,153.9,100.6,278.2,236.8,763.7,136.2,331.5,189.4,,,1403.0,2291.0,,0.003,23,,,,,,,,0.003,,,64,6.25,0.94,,,41,Frugt-grøntsager,Fruit -Vegetables,A0826
Kærnemælk,"Milk, buttermilk",32,153,150,36,35,3.4,3.0,3.3,3.8,3.8,3.7,0.0,0.5,0.0,0.1,0.8,9.4,90.6,4.33,4.00,2.00,,0.08,0.08,,,,0.01,0.01,,,,,0.00,0.00,,,,,,,,,0.04,,0.16,0.89,0.09,0.04,0.34,1.5,2.9,2.0,0.2,0.3,0.3,,44,156,121,12,,0.02,0.01,0.41,0.00,0.05,5.00,,1.61,,,,91.9,,93.22857143,,13.0,,0.80,0.00,0.30,0.00,0.09,,518,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.7,,3.7,0.0,0.0,,,,,,,,0,0,0,,,,,,0.890,0.020,0.910,0.030,,,,1.300,0.940,0.017,0.011,0.007,0.016,0.019,,0.055,,0.148,,0.051,,,,,,,0.007,,0.011,,,0.111,,,0.006,,,,,,,,,,0.010,,0.004,,,,,,,,,,,,,,,,,,,0.325,0.135,0.014,,,0.474,0.004,0.010,2.0,0.533,191.8,309.1,282.4,85.3,21.8,170.5,149.2,143.9,48.0,229.1,111.9,95.9,111.9,266.4,644.8,63.9,330.4,191.8,,,1556.0,1892.2,,,17.7,,,,,,,,,,,0,6.38,0.945,1.022,,5,Syrnede mælkeprodukter,Fermented milk products,A0783
"Letmælk, konventionel (ikke-økologisk)","Milk, partly skimmed, konventional (not organic), 1.5 % fat",33,200,200,48,48,3.5,3.2,3.4,4.6,4.6,4.7,0.0,1.6,0.0,0.1,0.8,10.7,89.3,14.70,13.53,7.00,,0.02,0.00,,0.00,,0.03,0.03,,,,,0.00,0.00,,,,,,,,,0.05,,0.17,0.88,0.09,0.05,0.38,2.1,11.5,,0.4,1.3,1.3,,43,153,121,12,,0.03,0.01,0.41,0.00,0.12,5.00,,1.54,,,,95.7,,95.52888889,,10.2,,0.62,0.03,0.30,0.00,0.09,,520,0.0,0.0,0.0,0.0,4.7,0.0,0.0,4.7,,4.7,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,0.197,,,,0.150,0.197,0.061,0.042,0.023,0.046,0.050,,0.157,0.011,0.428,,0.172,,,,,,,0.011,,0.023,,0.011,0.329,,,,,,,,,,0.065,,,0.027,0.011,0.011,,,,,,,,,,,,,,,,0.011,,0.015,0.990,0.375,0.050,0.076,,1.506,0.011,0.027,7.0,0.550,203.5,335.5,313.5,88.0,27.0,176.0,148.5,148.5,47.3,242.0,121.0,99.0,115.5,286.0,698.6,71.5,341.0,198.0,,,1653.5,2007.2,0.01,0.03,16.4,0,,,,,,,0.04,,,0,6.38,0.945,1.034,,4,Usyrnede mælkeprodukter,Unfermented milk products,A0780
"Makrel, rå","Mackerel, raw",34,780,780,187,187,17.8,14.9,17.8,0.0,0.0,0.0,0.0,12.9,0.0,0.3,1.2,31.9,68.1,31.87,31.70,1.00,,8.07,8.07,,0.00,,0.51,0.51,,,,,0.00,0.00,,,,,,,,,0.14,,0.30,11.81,8.55,0.51,0.43,5.4,8.0,3.0,11.4,0.2,0.2,,105,315,15,24,80,0.78,0.08,0.94,0.02,5.23,5.00,1,36.00,0.9,0.5,70,196.0,90,,1900,20.0,390,0.79,3.91,142.88,0.45,0.22,,655,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,0.738,0.063,1.797,,0.386,0.000,,0.000,,0.000,,,,0.480,,0.324,1.551,,0.996,,,0.134,1.462,0.127,,,,,,0.245,,0.187,,0.452,0.005,,0.000,0.122,0.033,0.864,,,,,0.163,,1.482,,,0.312,2.985,5.074,3.553,,,11.925,3.269,0.284,65.5,2.959,917.3,1390.8,1627.5,532.7,145.0,739.8,651.0,799.0,195.3,1094.9,1065.3,858.2,1094.9,1745.9,2189.8,858.2,621.4,739.8,,,8560.0,9560.0,,,65,,,0.16,,,,,0.16,,,28,6.25,0.925,,,73,Fed fisk,Oily fish,A0802
