,,→ParameterNavn,Energi (kJ),"Energi, deklaration (kJ)",Energi (kcal),"Energi, deklaration (kcal)",Protein,Protein fra Aminosyrer,"Protein, deklaration",Kulhydrat difference,Tilgængelig kulhydrat,"Tilgængelig kulhydrat, deklaration",Kostfibre,Fedt,Alkohol,Salt deklaration,Aske,Tørstof,Vand,A-vitamin,Retinol,beta-Caroten,cis-beta-Carotene,D-vitamin,D3-vitamin,D2-vitamin,25-hydroxy D3-vitamin,25-hydroxy D2-vitamin,E-vitamin,alfa-Tokoferol,beta-Tokoferol,gamma-Tokoferol,delta-Tokoferol,alfa-Tokotrienol,K-vitamin,K1-vitamin,K2-vitamin,Menaquinon 4,Menaquinon 5,Menaquinon 6,Menaquinon 7,Menaquinon 8,Menaquinon 9,Menaquinon 10,Thiamin (B1-vitamin),Thiamin,Riboflavin (B2-vitamin),Niacinækvivalent,Niacin,B6-vitamin,Pantotensyre,Biotin,Folat,Frit folat,B12-vitamin,C-vitamin,Ascorbinsyre,Dehydroascorbinsyre,Natrium,Kalium,Calcium,Magnesium,Rubidium,Jern,Kobber,Zink,Mangan,Krom,Molybdæn,Cobolt,Selen,Aluminium,Silicium,Bor,Fosfor,Fluor,Chlorid,Brom,Jod,Svovl,Nikkel,Kviksølv,Arsen,Cadmium,Bly,Tin,Sum mineraler,Fruktose,Galaktose,Glukose,Sum monosakkarider,Laktose,Maltose,Sakkarose,Sum disakkarider,Raffinose,Sum sukkerarter,Tilsat Sukker,Frie sukkerarter,Sorbitol,Mannitol,Maltitol,Isomalt,Xylitol,Laktitol,Sum sukkeralkoholer,Stivelse/Glykogen,Cellulose,Lignin,Uopløselige kostfibre,Høj molekylevægt opløselige kostfibre,Lav molekylevægt opløselige kostfibre,Crude fibre,Neutral detergent fibre,L-mælkesyre,D-mælkesyre,Mælkesyre,Citronsyre,Oxalsyre,Eddikesyre,Propionsyre,Benzosyre,Sum organiske syrer,C4:0,C6:0,C8:0,C10:0,C12:0,C13:0,C14:0,C15:0,C16:0,C17:0,C18:0,C20:0,C21:0,C22:0,C23:0,C24:0,"C12:1,n-1","C14:1,n-5","C15:1,n-5","C16:1,n-7","C17:1,n-7","C18:1,n-7","C18:1,n-9","C18:1,n-12","C20:1,n-9","C20:1,n-11","C20:1,n-15","C22:1,n-9","C22:1,n-11","C24:1,n-9","C14:1,n-5,trans","C16:1,n-7,trans","C18:1,trans","C20:1,trans","C22:1,trans","C18:2,n-6","C18:2,konjugeret","C18:3,n-3","C18:3,n-6","C18:4,n-3","C20:2,n-6","C20:3,n-3","C20:3,n-6","C20:4,n-3","C20:4,n-6","C20:5,n-3","C21:5,n-3","C22:2,n-6","C22:3,n-3","C22:4,n-6","C22:5,n-3","C22:5,n-6","C22:6,n-3","C18:2,trans","C18:3,trans",Andre fedtsyrer,Sum mættede fedtsyrer,Sum enkeltumættede fedtsyrer,Sum flerumættede fedtsyrer,Sum transfedtsyrer,Sum fedtsyrer under detektionsgrænsen,Sum fedtsyrer,Sum n-3 fedtsyrer,Sum n-6 fedtsyrer,Kolesterol,Nitrogen,Isoleucin,Leucin,Lysin,Methionin,Cystin,Phenylalanin,Tyrosin,Threonin,Tryptofan,Valin,Arginin,Histidin,Alanin,Asparaginsyre,Glutaminsyre,Glycin,Prolin,Serin,Hydroxyprolin,Ornitin,Sum essentielle Aminosyrer,Sum ikke essentielle aminosyrer ,Histamin,Serotonin,Cholin,Tyramin,Phenylethylamin,Putrescin,Cadaverin,Spermin,Spermidin,Taurin,Sum biogene aminer,Koffein,Residual,Svind,Nitrogen-til-protein faktor,Fedtsyrekonverteringsfaktor,Massefylde,pH,,,,
"Bacon i skiver, rå","Bacon, sliced, raw",1137,1088,1079,263,260,15.9,12.9,15.9,0.6,0.6,0.0,0.0,21.9,0.0,3.1,3.7,42.0,58.0,3.50,3.50,0.00,,0.27,0.00,,0.11,,0.44,0.44,,,,,10.80,0.00,10.80,10.35,0.00,0.16,0.26,0.00,0.00,0.00,0.70,,0.14,8.24,5.40,0.24,0.71,4.8,1.3,,0.7,8.3,8.3,,1225,283,6,18,,0.52,0.10,1.68,0.00,1.40,,,8.30,,,,167.0,,1910,,,,0.80,0.00,0.00,0.30,3.00,,3609,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.000,0.000,,0.286,,4.798,,2.603,0.000,,0.000,,0.000,,0.000,,0.551,,,8.779,,,0.160,,,,,,,0.000,,,1.970,,0.182,,,,,,,0.000,,,,,,,,0.000,,,0.337,7.686,9.490,2.152,0.000,,19.665,0.182,1.970,63.0,2.544,788.6,1297.4,1399.2,483.4,104.3,585.1,534.2,712.3,170.4,788.6,992.2,508.8,992.2,1373.8,2365.9,763.2,585.1,559.7,,,5500.0,6755.0,1.49,,47.8,0.33,,0.3,0.1,0.1,,,2.32,,,0,6.25,0.9,,,64,"Kogt, røget, saltet eller tørret kød","Boiled, smoked, cured or dried meat",A0797
"Sandwich med skinke og ost, toasted, fastfood (Parisertoast)","Sandwich with ham and cheese, toasted, fast food",1138,1248,1278,298,305,11.0,,11.0,34.5,32.8,34.5,1.7,13.2,0.0,1.9,2.8,61.5,38.5,44.50,,,,0.70,,,,,0.60,,,,,,,,,,,,,,,,0.19,,0.11,0.64,0.64,0.00,,,23.1,,0.4,1.7,,,740,143,136,22,,0.72,0.09,1.40,0.31,,,,5.80,,,,220.9,,1022.5,,11.1,,,,,,,,2285,,,,,,,,,,0.5,0.0,0.0,,,,,,,,34,,,,,,,,,,,,,,,,,0.141,0.068,0.022,0.112,0.136,,0.414,0.020,2.195,0.000,0.809,0.046,,0.079,,0.000,,0.005,,0.106,0.000,0.269,4.728,,0.000,0.101,,0.034,0.000,0.000,,0.000,0.157,0.000,0.000,2.096,0.000,0.594,0.009,0.000,0.000,,,0.000,0.000,0.000,,,,,0.000,,0.000,0.044,,0.000,4.042,5.243,2.699,0.201,,12.186,0.594,2.106,,1.760,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,,,,,,,,0,6.25,0.92,,,131,"Sandwich, burger, hotdog, pita o.l.","Sandwich, burger, hotdog etc.",A1203
"Lucerne, alfalfa, frø",Alfalfa seeds,1142,1458,1458,351,351,35.1,,35.1,41.8,6.7,6.7,35.1,12.6,0.0,0.2,3.1,92.6,7.4,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,1.08,,0.58,1.80,1.80,,,,,,,26.0,26.0,,79,,136,,,12.90,,6.90,,9.10,,,90.00,,,,,,,,,,730.00,0.30,0.00,9.60,7.20,,228,,,,,,,,,,1.1,0.0,0.0,,,,,,,,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.820,3.790,5.110,0.000,,11.970,,,,5.616,,,,,,,,,,,,,,,,,,,,,,,,,97.9,,,,,,,,,,,0,6.25,0.95,0.75,,173,Tørrede bælgplanter,Dried pulses,A0831
Wienerpølse,"Pork, sausage, frankfurter",1143,1053,1070,254,258,13.2,10.8,13.2,3.5,3.3,4.3,0.2,20.8,0.0,2.8,3.3,40.9,59.1,0.00,0.00,0.00,,0.46,0.18,,0.11,,0.10,0.10,,,,,12.19,0.43,11.75,10.47,0.00,0.00,1.65,0.00,0.00,0.00,0.14,,0.20,3.64,1.80,0.15,0.57,5.2,4.0,2.0,1.1,24.0,18.7,5.3,1116,156,25,21,,1.30,0.07,1.40,0.02,6.00,5.00,,7.20,,,,222.6,,,,14.0,,19.00,,,0.80,6.00,,1542,0.0,,0.0,0.0,2.8,0.0,0.0,2.8,,2.8,0.0,0.0,,,,,,,,1.5,0.03,0,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.397,,4.711,0.071,2.205,0.047,,0.000,,0.000,,0.000,,0.622,,0.000,8.726,,,0.205,,0.000,0.000,0.000,,,,,,1.879,,0.190,,0.000,0.083,0.000,0.000,,,0.000,,,,,0.000,,0.000,,,0.000,7.432,9.552,2.152,,,19.136,0.190,1.961,57.0,2.117,550.5,952.8,1101.0,275.3,82.6,487.0,381.1,487.0,110.1,677.5,762.2,296.4,825.8,1079.8,1778.6,1185.7,1016.3,571.7,,,4937.6,7683.8,0.175,,54.3,0.175,,,,,,,0.35,,,0,6.25,0.92,,,64,"Kogt, røget, saltet eller tørret kød","Boiled, smoked, cured or dried meat",A0798
"Dressing, mayonnaise","Salad dressing, mayonnaise",1147,1437,1435,348,347,1.2,1.0,1.2,12.6,12.6,12.5,0.0,32.5,0.0,1.7,2.0,48.3,51.7,3.50,3.50,,,0.00,0.00,,,,2.62,2.62,,,,,,,,,,,,,,,0.02,,0.05,0.48,0.19,0.00,,,0.0,,0.1,0.0,0.0,,668,91,20,7,,0.32,,0.21,,,,,0.19,,,,19.0,,,,0.0,,,,,,,,806,1.9,,2.1,4.0,0.1,0.0,8.3,8.4,0.0,12.4,12.4,12.4,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.000,0.000,0.027,,0.047,,2.566,,1.012,0.250,,0.156,,0.008,,0.000,,0.085,,0.620,10.774,,,0.316,,0.274,,0.052,,,,,,12.655,,2.212,,,,0.000,,,,,,,,,0.015,,,,,,4.067,12.121,14.882,,,31.070,2.227,12.655,0.0,0.187,65.5,99.1,78.5,29.9,20.6,50.5,50.5,61.7,17.6,72.9,82.3,28.1,58.0,97.2,142.1,35.5,48.6,97.2,,,258.0,325.0,,,34.2,,,,,,,,,,,0,6.25,0.956,1,,98,Dressings,Dressings,A0859
Rugsigtemel (udmalingsgrad ca. 70 %),"Rye-flour, bolted (extraction rate 70 %)",1148,1447,1465,342,346,6.1,5.3,6.7,79.3,73.0,73.5,6.3,1.4,0.0,0.0,0.6,87.4,12.6,0.00,0.00,0.00,,,,,,,0.29,0.29,,,,,,,,,,,,,,,0.23,,0.05,1.30,,,0.37,,,,,,,,2,204,18,26,,1.08,0.16,0.89,0.70,,,,,,,,119.0,,,,,,,,,,,,370,,,,,,,,,,1.5,0.0,0.0,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.200,0.800,0.000,,0.980,,,,1.070,246.1,428.0,267.5,104.9,97.4,299.6,160.5,235.4,78.1,363.8,353.1,160.5,299.6,460.1,1401.7,299.6,556.4,299.6,,,2900.0,5230.0,,,10.8,,,,,,,,,,,0,5.7,0.7,0.67,,30,Mel og klid,Flour and bran,A0813
"Oksekød, entrecote med kappe, rå","Beef, entrecote ""cap on"", raw",1149,1098,1098,265,265,18.2,14.6,18.2,0.0,0.0,0.0,0.0,21.3,0.0,0.1,1.0,40.5,59.5,25.00,25.00,0.00,,0.80,0.80,,,,0.66,0.66,,,,,0.00,0.00,,,,,,,,,0.04,,0.16,8.75,5.30,0.40,0.60,0.0,5.0,4.0,1.4,0.0,0.0,,54,293,4,19,,1.90,0.06,3.90,0.01,4.00,0.00,,6.50,,,,170.0,,,,1.1,,0.70,0.05,0.53,0.90,2.50,,542,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0.640,0.120,5.391,0.240,2.600,,,,,,,0.300,,1.260,0.200,,8.411,,,0.000,,,,,,,,,,0.400,,0.260,,,,0.000,,,0.200,0.000,,,,,0.000,,,,,,8.991,10.171,0.860,,,20.022,0.260,0.600,69.0,2.912,873.6,1368.6,1514.2,436.8,131.0,698.9,582.4,757.1,206.8,931.8,1077.4,611.5,1048.3,1601.6,2562.6,990.1,815.4,728.0,,,7399.4,9536.8,0.23,,43.1,2.35,0.003,0.23,0.84,2.58,,,6.233,,,10,6.25,0.94,,,58,Oksekød,Beef,A0794
"Kippers i olie, konserves","Kippers, in oil, canned",1150,1033,1033,249,249,20.5,17.0,20.5,0.0,0.0,0.0,0.0,18.5,0.0,1.3,2.4,41.4,58.6,15.00,15.00,0.00,,6.00,6.00,,,,1.00,1.00,,,,,0.00,0.00,,,,,,,,,0.04,,0.20,3.83,,0.35,0.90,4.5,2.0,0.0,10.0,0.0,0.0,,500,360,50,35,,0.80,0.10,0.70,0.00,,,,31.50,,,,325.0,,,,60.0,,,,,,,,1271,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.120,6.350,6.250,,,17.113,1.860,3.180,58.0,3.280,951.2,1672.8,1869.6,623.2,219.8,787.2,688.8,885.6,229.6,1049.6,1213.6,590.4,1246.4,2099.2,3050.4,984.0,721.6,852.8,,,8659.2,11076.6,,,95,,,,,,,,,,,0,6.25,0.925,,,79,Fiskeprodukter,Fish products,A0803
Spegesild,"Herring, salted, ripened",1152,1092,1092,264,264,13.1,10.9,13.1,0.0,0.0,0.0,0.0,23.5,0.0,13.5,11.0,47.6,52.4,48.00,48.00,0.00,,11.02,11.02,,,,2.30,2.30,,,,,0.00,0.00,,,,,,,,,0.03,,0.22,5.34,3.00,0.22,0.50,,6.0,,6.1,0.0,0.0,,5380,128,60,27,60,1.10,0.14,1.00,0.09,3.00,10.00,1,22.00,0.1,0.3,10,180.0,100,,200,40.0,,3.00,3.70,51.00,1.00,4.00,,5776,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,1.669,0.102,2.851,,0.272,0.000,,0.000,,0.000,,,,1.123,,0.331,1.490,,2.782,,,0.248,4.978,0.177,,,,,,0.463,,0.282,,0.560,0.000,,0.000,0.065,0.000,1.394,,,,,0.160,,1.931,,,0.742,4.894,11.129,4.855,,,21.620,4.392,0.463,58.0,2.096,691.7,1089.9,1236.6,419.2,62.9,503.0,461.1,586.9,140.4,796.5,817.4,335.4,796.5,1299.5,1739.7,649.8,503.0,565.9,,,5799.6,6895.8,,,104,,,,,,,,,,,25,6.25,0.92,,,79,Fiskeprodukter,Fish products,A0803
Letmælkskefir,"Milk, 1.5 % fat, cultured, kefir",1153,201,182,48,43,3.5,3.1,3.4,4.8,4.8,3.8,0.0,1.6,0.0,0.1,0.8,10.7,89.3,15.17,14.00,7.00,,0.04,0.04,,,,0.04,0.04,,,,,0.00,0.00,,,,,,,,,0.05,,0.17,0.90,0.09,0.05,0.36,1.6,11.5,,0.4,1.3,1.3,,43,153,121,12,,0.03,0.01,0.41,0.00,0.05,5.00,,1.30,,,,95.7,,,,10.7,,0.62,0.03,0.30,0.00,0.09,,425,0.0,,0.0,0.0,3.8,0.0,0.0,3.8,,3.8,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,,,,,,,0.054,0.035,0.023,0.050,0.062,,0.176,,0.471,,0.161,,,,,,,0.023,,0.035,,,0.354,,,0.018,,,,,,,,,,0.033,,0.012,,,,,,,,,,,,,,,,,,,1.032,0.429,0.045,,,1.506,0.012,0.033,6.0,0.550,187.0,363.0,313.5,88.0,22.6,170.5,170.5,154.0,48.4,247.5,115.5,93.5,115.5,280.5,671.1,77.0,341.0,181.5,,,1753.0,2085.0,,,15.2,,,,,,,,,,,0,6.38,0.945,1.03,,5,Syrnede mælkeprodukter,Fermented milk products,A0783
"Letmælk, økologisk","Milk, partly skimmed, organic, 1.5 % fat",1154,199,191,47,45,3.4,,3.4,5.0,5.0,4.6,0.0,1.5,0.0,0.1,0.8,10.7,89.3,19.00,19.00,0.00,,0.05,,,,,0.04,0.04,,,,,,,,,,,,,,,0.04,,0.18,0.09,0.09,0.05,0.41,1.0,11.5,,0.4,,,,36,161,126,12,,0.01,0.01,0.37,0.00,0.18,,,2.30,,,,97.0,,100,,15.0,,0.37,,,,,,532,0.0,0.0,0.0,0.0,4.6,,0.0,4.6,,4.6,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,0.050,0.040,0.020,0.040,0.050,,0.150,0.020,0.410,,0.130,,,,,,,0.010,,0.020,,0.010,0.230,,,,,,,,,,0.040,,,0.020,0.010,0.010,,,,,,,,,,,,,,,,0.010,,0.010,0.910,0.270,0.040,0.050,,1.280,0.010,0.020,6.9,0.540,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,,,,,,0,6.38,0.8533333333,1.034,,4,Usyrnede mælkeprodukter,Unfermented milk products,A0780
"Dressing, olie-eddike","Salad dressing, oil and vinegar",1156,1446,1411,350,342,0.6,,0.6,9.8,9.8,7.8,0.0,34.3,0.0,2.6,2.9,47.6,52.4,0.40,0.40,,,,,,,,3.48,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,88,14,6,,0.27,,0.15,,,,,,,,,,,,,,,,,,,,,1161,0.9,,0.7,1.6,0.2,0.0,5.7,5.9,0.0,7.5,7.5,7.5,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,0.024,,0.037,,2.695,,1.062,0.201,,0.145,,0.028,,,,0.049,,0.611,10.881,,,0.287,,0.151,,0.034,,,,,,13.830,,2.756,,,,,,,,,,,,,,,,,,,4.193,12.012,16.586,0.000,,32.791,2.756,13.830,,0.090,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0,6.25,0.956,,,98,Dressings,Dressings,A0859
"Muskatnød, hel","Nutmeg, whole",1157,2097,1680,507,408,6.0,,6.0,49.4,28.6,4.0,20.8,36.3,0.0,0.0,2.3,94.0,6.0,2.67,0.00,16.00,,0.00,0.00,,,,0.00,0.00,,,,,0.00,0.00,,,,,,,,,0.35,,0.06,1.30,1.30,0.16,,,76.0,,0.0,3.0,3.0,,16,350,184,183,,3.04,1.03,2.15,,,,,1.60,,,,213.0,,,,0.5,,,,,,,,949,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.000,,,,,,0.000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.940,3.220,0.350,0.000,,29.048,0.000,0.350,0.0,0.960,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,0,6.25,0.8,,,120,Krydderier,Spices,A0857
"Rullepølse, pålæg","Pork, flank, spiced, cooked",1158,1128,1116,272,269,15.3,13.5,15.3,0.7,0.7,0.0,0.0,23.1,0.0,2.9,3.9,43.0,57.0,0.00,0.00,0.00,,0.28,0.00,,0.11,,0.44,0.44,,,,,9.54,1.50,8.04,6.62,0.00,0.00,0.14,0.20,0.34,1.73,0.48,,0.12,6.86,4.00,0.21,0.41,5.3,2.2,,0.5,23.0,23.0,,1160,206,7,16,,0.88,0.11,1.59,0.06,11.00,,,8.00,,,,229.0,,,,2.0,,6.90,,,,,,1619,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.000,0.000,,0.292,,5.140,,2.822,0.000,,0.000,,0.000,,0.000,,0.554,,,9.575,,,0.195,,,,,,,0.000,,,2.127,,0.208,,,,,,,0.000,,,,,,,,0.000,,,0.000,8.255,10.324,2.334,0.000,,20.913,0.208,2.127,65.0,2.448,783.4,1248.5,1493.3,440.6,134.6,636.5,587.5,758.9,171.4,930.2,1003.7,465.1,954.7,1468.8,2399.0,807.8,709.9,709.9,,,6927.8,8776.1,,,59.7,,,,,,,,,,,0,6.25,0.904,,,65,Pålægsvarer,Cold cuts,A0798
"Rosenkål, vinter (januar til april), rå","Brussels sprouts, winter (January to April), raw",1159,213,201,51,48,4.4,3.5,4.4,9.2,5.1,4.4,4.1,0.5,0.0,0.0,1.2,15.3,84.7,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,0.0,101.0,101.0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,3.9,0.0,0.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.072,,0.005,,,,,,,,,,,,0.015,,,,,,,,,,,,,0.072,,0.237,,,,,,,0.000,,,,,,,,,,,,0.077,0.015,0.308,0.000,,0.400,0.237,0.072,0.0,0.704,147.8,197.1,218.2,47.2,20.4,126.7,70.4,140.8,50.0,232.3,288.6,91.5,204.2,408.3,739.2,140.8,732.2,190.1,,,1307.0,2925.0,,,19.1,,,,,,,,,,,20,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0826
"Kørvel, rå","Chervil, raw",1160,88,91,21,22,2.2,1.6,2.2,2.7,0.7,0.9,2.0,0.6,0.0,0.0,3.5,9.0,91.0,245.00,0.00,1470.00,,0.00,0.00,,,,2.90,2.90,,,,,,,,,,,,,,,0.13,,0.34,1.98,1.50,0.03,0.30,1.6,220.0,176.0,0.0,37.0,37.0,,10,597,400,34,,1.60,0.07,1.10,1.70,9.30,0.00,,0.10,,,,41.3,,,,2.8,,4.20,,,,,,1084,,,,,,,,,,0.9,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,0.003,,,,,,,,,0.015,,,,,,,,,,,,,,,,0.124,,0.263,,,,,,,0.000,,,,,,,,,,,,0.078,0.015,0.387,0.000,,0.480,0.263,0.124,0.0,0.352,95.0,161.9,126.7,35.2,1.1,102.1,66.9,81.0,28.9,123.2,95.0,42.2,137.3,204.2,235.8,98.6,84.5,95.0,,,796.2,1018.3,,,,,,,,,,,,,,0,6.25,0.8,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0857
"Pølse, bratwurst, thüringer","Pork sausage, Thüringer bratwurst",1161,1172,1163,283,281,14.4,,14.4,1.3,1.1,0.6,0.2,24.5,0.0,2.2,2.9,43.1,56.9,0.00,0.00,0.00,,0.50,,,,,,,,,,,0.00,0.00,,,,,,,,,0.35,,0.15,2.70,2.70,0.11,,,4.8,,0.7,0.0,0.0,,885,229,22,16,,0.81,0.07,2.60,,,,,7.30,,,,224.0,,,,2.1,,,,,,,,1377,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.530,10.700,1.770,,,22.418,,,63.0,2.304,,,,,,,,,,,,,,,,,,,,,,,,,78.9,,,,,,,,,,,0,6.25,0.915,,,64,"Kogt, røget, saltet eller tørret kød","Boiled, smoked, cured or dried meat",A0798
Jordnøddesmør,Peanut butter,1162,2636,2699,637,652,22.6,22.6,26.1,19.6,12.0,12.2,7.6,53.7,0.0,0.9,3.0,98.9,1.1,0.00,0.00,0.00,,0.00,0.00,,,,4.70,4.70,,,,,0.00,0.00,,,,,,,,,0.17,,0.10,21.27,15.00,0.50,1.04,,53.0,16.0,0.0,0.0,0.0,,350,700,37,180,,2.10,0.70,3.00,1.52,8.00,,,6.90,,,,330.0,,,,0.5,,,,,,,,1599,0.0,,0.0,0.0,0.0,0.0,6.4,6.4,,6.4,6.4,6.4,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,0.000,0.000,,0.000,,5.836,,2.843,0.721,,1.291,,,,,,0.000,,,26.627,,,0.721,,,,,,,,,,13.514,,0.000,,,,,,,,,,,,,,,,,,,10.691,27.348,13.514,0.000,,51.552,0.000,13.514,0.0,4.177,960.7,1754.3,877.2,334.2,334.2,1294.9,877.2,668.3,375.9,1169.6,3132.8,626.6,1169.6,3174.5,5179.5,1503.7,1211.3,1503.7,,,8061.6,18086.4,0.01,,61.3,,,,,,,,0.01,,,0,5.41,0.96,,,178,Nøddeprodukter,Nut products,A0831
"Pølse, krakowpølse","Pork sausage, polony type",1163,1176,1176,284,284,15.2,,15.2,0.0,0.0,0.0,0.0,24.8,0.0,2.5,1.8,41.8,58.2,0.00,0.00,0.00,,0.48,0.19,,0.11,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,0.0,0.0,,982,240,,,,1.02,0.22,2.00,,,,,,,,,,,,,,,,,,,,,1223,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.692,,,65.0,2.432,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,0,6.25,0.915,,,64,"Kogt, røget, saltet eller tørret kød","Boiled, smoked, cured or dried meat",A0798
"Majs, kerner, konserves","Sweetcorn, kernels, canned",1164,428,386,101,92,3.1,2.6,3.1,21.0,18.5,16.1,2.5,1.1,0.0,0.8,1.0,26.2,73.8,3.67,0.00,22.00,,0.00,0.00,,,,0.50,0.50,,,,,0.00,0.00,,,,,,,,,0.05,,0.08,1.53,1.20,0.20,0.22,0.5,32.0,9.0,0.0,5.0,5.0,,310,200,3,23,,0.60,0.05,0.60,,,,,0.20,,,,61.6,,,,0.5,,4.10,,,,,,598,0.1,,0.6,0.7,,,8.2,8.2,,8.9,7.3,7.3,,,,,,,,7.2,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.004,0.000,0.144,0.000,0.022,0.000,,0.000,,,,0.000,0.000,0.000,0.000,,0.309,,,0.000,,0.000,,,,,,,,0.515,,0.018,,,,0.000,,,0.000,0.000,,,,,0.000,,0.000,,,,0.170,0.309,0.533,0.000,,1.012,0.018,0.515,0.0,0.490,112.6,386.8,83.2,58.8,49.0,156.7,117.5,112.6,19.6,146.9,127.3,83.2,230.1,195.8,631.6,112.6,274.2,156.7,,,1160.4,1894.8,,0.003,29.1,,,,,,,,0.003,,,15.15789474,6.25,0.92,,,46,Grøntsagskonserves,Canned vegetable products,A0826
"Æble, tørret","Apple, dried",1166,1069,794,253,188,0.9,0.7,0.9,65.9,57.2,41.0,8.7,0.3,0.0,0.2,1.1,68.2,31.8,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,,0.00,0.00,,,,,,,,,0.07,,0.10,0.73,0.60,0.14,0.30,0.9,0.0,3.0,0.0,3.9,3.9,,87,450,30,5,,1.40,0.04,0.20,0.20,,,,0.50,,,,38.0,,,,0.8,,,,,,,,611,,,,,,,,,,41.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,0.010,,,,,,,,,,,,0.010,,,,,,,,,,,,,0.145,,0.039,,,,,,,0.000,,,,,,,,,,,,0.063,0.010,0.184,0.000,,0.256,0.039,0.145,0.0,0.149,29.8,47.7,44.7,8.3,1.6,26.8,13.3,23.8,7.9,35.8,23.8,14.9,41.7,295.0,73.0,26.8,29.8,37.3,,,239.7,542.4,,,17.6,,,,,,,,,,,0,6.25,0.8,0.24,,184,Tørrede frugt og bær produkter,Dried fruit and berry products,A0834
"Modermælk, overgangsmælk (10. dag efter fødslen)","Human milk, transitional (10th day post partum)",1167,280,279,67,67,1.5,,1.5,6.9,6.9,6.9,0.0,3.7,0.0,0.1,0.5,12.6,87.4,91.17,85.00,37.00,,0.08,,,,,0.09,,,,,,,,,,,,,,,,0.01,,0.03,0.60,0.10,0.00,0.20,0.0,3.0,,0.0,6.0,6.0,,30,57,25,3,,0.07,0.04,0.30,0.00,,,,2.00,,,,16.0,,86,,,,,,,,,,217,,,,,,,,,,6.9,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.500,1.500,0.500,,,3.497,,,24.0,0.235,,,,,,,,,30.0,,,,,,,,,,,,30.0,,,,16,,,,,,,,,,,0,6.38,0.945,1.03,,6,Modermælk og modermælkserstatning,Breast milk and  infant formula,A0780
